num_correct_chars,time
0,0.16288995742797852
0,0.06236910820007324
0,0.07002115249633789
0,0.06359601020812988
0,0.06215381622314453
0,0.060629844665527344
0,0.06335616111755371
0,0.06427907943725586
0,0.06068778038024902
0,0.0593719482421875
0,0.06170392036437988
0,0.062103986740112305
0,0.06030106544494629
0,0.06028604507446289
0,0.061012983322143555
0,0.06009864807128906
0,0.05782794952392578
0,0.05855584144592285
0,0.06171607971191406
0,0.05758476257324219
0,0.05808115005493164
0,0.06013011932373047
0,0.05898284912109375
0,0.05950498580932617
0,0.06190800666809082
0,0.0634310245513916
0,0.05939888954162598
0,0.060415029525756836
0,0.0616450309753418
0,0.06085515022277832
0,0.061250925064086914
0,0.05976223945617676
0,0.06304693222045898
0,0.06446528434753418
0,0.06015896797180176
0,0.06103515625
0,0.060549020767211914
0,0.06118297576904297
0,0.06006908416748047
0,0.0632619857788086
0,0.0614931583404541
0,0.062155961990356445
0,0.06261682510375977
0,0.05763506889343262
0,0.06236004829406738
0,0.060621023178100586
0,0.06084084510803223
0,0.0610501766204834
0,0.0646522045135498
0,0.06286382675170898
0,0.06080484390258789
0,0.058053016662597656
0,0.06048178672790527
0,0.06331920623779297
0,0.06018400192260742
0,0.06222200393676758
0,0.06024336814880371
0,0.06262397766113281
0,0.05700397491455078
0,0.05540299415588379
0,0.06007194519042969
0,0.056021928787231445
0,0.06091880798339844
0,0.05545306205749512
0,0.060446977615356445
0,0.05902099609375
0,0.062059879302978516
0,0.06251907348632812
0,0.061118125915527344
0,0.06078004837036133
0,0.06168699264526367
0,0.06356573104858398
0,0.059615135192871094
0,0.060873985290527344
0,0.05979609489440918
0,0.06220507621765137
0,0.06171989440917969
0,0.06294918060302734
0,0.061721086502075195
0,0.06287312507629395
0,0.06089496612548828
0,0.060355186462402344
0,0.06114792823791504
0,0.06144094467163086
0,0.0608057975769043
0,0.057131052017211914
0,0.06167006492614746
0,0.06097698211669922
0,0.06080293655395508
0,0.05875587463378906
0,0.0618290901184082
0,0.05908083915710449
0,0.06134295463562012
0,0.06062602996826172
0,0.05595970153808594
0,0.06080293655395508
0,0.06120777130126953
0,0.060674190521240234
0,0.06022381782531738
0,0.06281089782714844
0,0.06042003631591797
0,0.05807995796203613
0,0.06008720397949219
0,0.06139063835144043
0,0.06211090087890625
0,0.06204104423522949
0,0.06276607513427734
0,0.06090402603149414
0,0.06123495101928711
0,0.05520296096801758
0,0.05979514122009277
0,0.05922198295593262
0,0.057868242263793945
0,0.06205177307128906
0,0.05800127983093262
0,0.05862092971801758
0,0.05788278579711914
0,0.06068992614746094
0,0.06264972686767578
0,0.06016182899475098
0,0.05838918685913086
0,0.06134605407714844
0,0.05696415901184082
0,0.0616908073425293
0,0.057868003845214844
0,0.06305098533630371
0,0.05976414680480957
0,0.05539107322692871
0,0.05820608139038086
0,0.057045936584472656
0,0.057849884033203125
0,0.05683588981628418
0,0.0636448860168457
0,0.05936074256896973
0,0.05742907524108887
0,0.06207108497619629
0,0.06113719940185547
0,0.062133073806762695
0,0.06095099449157715
0,0.060089826583862305
0,0.06309294700622559
0,0.05784296989440918
0,0.05842304229736328
